carat,cut,color,clarity,depth,table,price,x,y,z
0.91,Ideal,F,SI2,62.4,57.0,3746,6.22,6.18,3.87
1.64,Very Good,E,SI1,61.8,59.0,12779,7.51,7.55,4.65
0.32,Ideal,F,VS2,62.4,57.0,602,4.37,4.44,2.75
1.02,Very Good,F,VS2,59.9,56.0,6632,6.56,6.6,3.94
0.36,Premium,E,SI2,62.4,58.0,605,4.56,4.54,2.84
1.03,Premium,D,SI2,61.7,58.0,4764,6.5,6.47,4.0
1.69,Premium,I,VS2,62.4,58.0,10600,7.66,7.53,4.74
1.11,Ideal,H,SI2,62.0,54.0,4578,6.61,6.64,4.11
0.31,Ideal,D,VS2,61.2,55.0,734,4.35,4.38,2.67
0.71,Premium,E,VS2,59.9,58.0,2735,5.81,5.78,3.47
0.42,Ideal,G,VS2,61.7,57.0,1087,4.83,4.8,2.97
0.31,Good,F,VS2,63.7,59.0,749,4.31,4.26,2.73
0.37,Premium,G,SI1,60.0,57.0,708,4.7,4.67,2.81
0.7,Ideal,E,SI1,60.6,57.0,2614,5.76,5.79,3.5
0.5,Good,G,VVS2,64.4,57.0,1991,4.97,5.05,3.22
0.91,Ideal,E,SI1,61.4,54.0,5252,6.26,6.24,3.84
0.75,Fair,F,SI1,64.6,57.0,2700,5.7,5.67,3.67
0.26,Ideal,H,SI1,62.2,54.0,397,4.1,4.13,2.56
1.51,Very Good,J,SI1,62.3,59.0,7637,7.22,7.28,4.52
0.31,Ideal,E,VS2,61.5,55.0,680,4.37,4.41,2.7
2.18,Premium,J,SI2,62.6,58.0,12970,8.25,8.23,5.16
1.05,Very Good,H,SI1,60.2,62.0,5047,6.52,6.57,3.94
0.91,Very Good,F,SI1,61.4,58.0,3936,6.19,6.23,3.81
0.9,Good,G,VS1,64.5,57.0,3977,6.01,6.08,3.9
1.71,Premium,H,VVS2,61.4,59.0,14731,7.67,7.77,4.74
1.13,Very Good,F,VVS2,59.6,59.0,9539,6.82,6.87,4.08
0.43,Premium,F,SI1,62.4,56.0,1016,4.84,4.81,3.01
0.81,Ideal,H,IF,61.6,58.0,4111,5.98,6.01,3.69
0.55,Ideal,E,VS1,62.0,56.0,2001,5.24,5.27,3.26
0.86,Ideal,E,SI2,60.0,56.0,3478,6.22,6.24,3.74
0.31,Good,G,VS2,63.4,59.0,544,4.29,4.32,2.73
1.25,Very Good,G,SI2,61.4,59.0,6399,6.97,6.93,4.27
0.3,Good,I,SI1,64.1,57.0,506,4.3,4.25,2.74
1.14,Premium,G,SI1,62.3,59.0,5650,6.69,6.66,4.16
0.4,Premium,E,SI2,62.9,58.0,855,4.74,4.7,2.97
0.3,Ideal,I,VS2,62.0,55.0,438,4.3,4.35,2.68
0.53,Ideal,F,SI2,62.4,54.0,1078,5.19,5.22,3.25
0.32,Premium,H,VVS1,60.9,58.0,936,4.43,4.4,2.69
0.71,Premium,H,SI2,62.7,57.0,2231,5.71,5.64,3.56
0.3,Ideal,G,VVS2,62.4,55.0,665,4.32,4.34,2.7
0.96,Very Good,G,SI1,62.0,59.0,4136,6.26,6.32,3.9
1.01,Good,F,SI1,57.4,57.0,4632,6.52,6.48,3.73
0.31,Very Good,E,IF,58.1,60.0,987,4.45,4.5,2.6
0.97,Premium,G,SI1,62.6,58.0,4400,6.24,6.18,3.89
2.01,Very Good,E,SI2,60.6,59.0,17118,8.11,8.25,4.96
1.12,Premium,H,SI2,61.9,58.0,4620,6.66,6.74,4.15
1.32,Ideal,G,VS2,61.1,57.0,9580,7.13,7.07,4.34
0.52,Very Good,I,VS1,61.5,56.3,1262,5.16,5.19,3.18
1.24,Ideal,D,VVS2,61.5,57.0,14737,6.88,6.94,4.25
0.92,Premium,F,SI1,62.0,60.0,3910,6.26,6.19,3.86
0.52,Very Good,G,VS2,63.2,58.0,1577,5.12,5.1,3.23
1.54,Ideal,F,SI1,61.9,56.0,12195,7.44,7.38,4.59
0.71,Very Good,D,VS2,62.8,56.0,3045,5.67,5.7,3.57
0.61,Premium,G,VS1,62.7,57.0,2192,5.43,5.36,3.38
1.3,Ideal,H,VVS2,61.5,55.0,8954,7.07,7.03,4.34
1.52,Premium,H,VS1,61.4,58.0,11621,7.44,7.3,4.55
0.9,Premium,D,VS2,63.0,62.0,4586,6.13,6.06,3.84
1.61,Ideal,I,SI1,62.7,55.0,9439,7.48,7.54,4.71
1.5,Premium,F,VS1,62.6,58.0,14918,7.31,7.26,4.56
0.85,Ideal,E,VS2,59.3,57.0,3924,6.19,6.22,3.68
1.06,Ideal,H,SI2,62.8,57.0,4402,6.52,6.56,4.11
0.55,Ideal,F,SI2,61.1,56.0,1256,5.29,5.32,3.24
1.32,Premium,E,I1,62.2,58.0,5027,7.05,6.97,4.36
0.4,Good,D,SI2,63.8,54.0,622,4.7,4.73,3.01
0.42,Ideal,G,VS2,60.8,57.0,1087,4.85,4.82,2.94
0.32,Ideal,J,VS2,62.3,55.3,413,4.36,4.37,2.72
0.64,Very Good,H,VVS2,60.0,59.0,2060,5.59,5.65,3.37
1.01,Premium,F,SI2,62.7,56.0,4197,6.4,6.35,4.0
0.31,Premium,J,VS1,61.8,59.0,523,4.33,4.31,2.67
0.3,Ideal,E,VS2,61.5,55.0,658,4.29,4.33,2.65
0.53,Ideal,H,VVS1,60.8,56.0,1781,5.24,5.26,3.19
1.25,Ideal,G,VVS2,61.5,55.0,10636,6.92,6.94,4.26
0.72,Ideal,D,SI2,61.1,58.0,2514,5.76,5.79,3.53
0.43,Ideal,E,SI1,61.2,56.2,803,4.87,4.89,2.99
0.41,Good,I,VS1,63.7,57.0,755,4.67,4.72,2.99
1.07,Premium,I,SI1,61.2,58.0,4126,6.62,6.55,4.03
0.41,Good,F,SI1,63.1,56.0,685,4.69,4.73,2.97
1.01,Very Good,H,SI1,61.8,60.0,4855,6.38,6.44,3.96
1.0,Good,G,SI1,62.5,62.0,4466,6.32,6.36,3.96
1.0,Very Good,H,SI1,62.2,59.0,4830,6.32,6.35,3.94
1.1,Premium,I,SI1,60.4,61.0,4312,6.73,6.69,4.05
0.5,Very Good,F,VS1,62.0,58.0,1692,5.08,5.11,3.16
0.32,Ideal,G,IF,62.9,55.0,1020,4.41,4.37,2.76
0.59,Ideal,E,VS2,60.2,59.0,1941,5.47,5.49,3.3
1.0,Very Good,F,SI2,61.7,58.0,3789,6.32,6.36,3.91
1.24,Ideal,J,VS2,61.7,55.0,5412,6.91,6.96,4.28
0.9,Premium,G,SI1,62.9,58.0,3774,6.11,6.02,3.82
0.71,Premium,F,VS2,62.1,58.0,2801,5.7,5.67,3.53
1.34,Premium,G,VS2,60.7,59.0,9293,7.07,7.04,4.28
0.9,Very Good,G,SI2,62.3,58.0,3398,6.15,6.2,3.85
0.31,Ideal,E,SI1,62.7,54.0,544,4.35,4.36,2.73
1.0,Ideal,G,SI2,60.3,57.0,3528,6.51,6.45,3.91
0.32,Ideal,E,VVS2,61.9,54.0,843,4.41,4.44,2.74
1.19,Ideal,F,VS2,62.0,57.0,8415,6.78,6.76,4.2
1.51,Very Good,G,VS2,58.9,60.0,12756,7.47,7.55,4.42
1.01,Very Good,E,VS2,63.1,56.0,6480,6.34,6.4,4.02
1.08,Very Good,E,SI2,63.5,56.0,3726,6.53,6.48,4.13
0.28,Ideal,F,VVS2,61.1,57.0,642,4.22,4.26,2.59
1.0,Premium,F,SI1,61.6,61.0,5292,6.37,6.3,3.9
1.08,Ideal,G,SI1,61.7,56.0,5439,6.6,6.63,4.08
0.41,Premium,F,SI2,59.0,58.0,604,4.87,4.89,2.88
0.37,Premium,G,VS1,61.4,58.0,957,4.61,4.58,2.82
0.37,Premium,E,VS2,61.0,59.0,811,4.59,4.63,2.81
1.0,Very Good,H,SI1,62.2,60.0,4389,6.34,6.45,3.98
1.2,Ideal,G,VVS2,62.5,54.4,9785,6.75,6.82,4.24
1.06,Ideal,I,VS2,62.3,56.0,4449,6.51,6.56,4.07
0.41,Very Good,E,VS1,62.9,56.0,931,4.72,4.78,2.99
0.31,Ideal,E,SI1,63.0,57.0,698,4.32,4.29,2.71
1.54,Premium,H,VS2,61.9,59.0,11769,7.33,7.31,4.53
1.31,Ideal,I,VS1,62.1,56.0,6617,7.01,7.04,4.36
0.59,Very Good,G,VS1,62.5,53.0,1942,5.46,5.35,3.38
0.73,Ideal,F,SI2,61.5,55.0,2255,5.79,5.85,3.58
0.41,Premium,F,VVS2,61.0,59.0,1192,4.82,4.79,2.93
0.27,Premium,F,IF,61.7,57.0,820,4.21,4.12,2.57
0.91,Very Good,H,SI1,63.4,55.0,3082,6.18,6.15,3.91
0.4,Ideal,E,VVS1,61.5,56.0,1333,4.7,4.73,2.9
0.31,Ideal,I,SI1,62.2,56.0,537,4.37,4.34,2.71
0.3,Ideal,F,SI1,61.9,57.0,475,4.31,4.35,2.68
0.31,Ideal,F,VS1,60.7,56.0,695,4.37,4.39,2.66
0.4,Premium,H,VVS1,61.8,58.0,1017,4.69,4.72,2.91
1.5,Good,G,VS1,63.8,58.0,13720,7.21,7.12,4.57
1.21,Fair,H,SI1,69.6,55.0,3862,6.49,6.42,4.49
0.35,Ideal,G,VS1,62.5,55.0,906,4.55,4.51,2.83
0.9,Fair,D,SI1,64.0,63.0,4796,6.12,6.04,3.89
1.09,Ideal,G,VS1,62.1,55.1,7487,6.57,6.63,4.1
1.52,Very Good,J,SI1,59.9,57.0,7759,7.45,7.47,4.47
0.74,Premium,H,VS2,62.1,56.0,2532,5.83,5.79,3.61
2.03,Ideal,H,SI1,60.8,57.0,17864,8.18,8.24,4.99
0.23,Ideal,F,VS1,61.4,55.0,548,3.96,3.99,2.44
1.01,Premium,G,SI2,62.0,58.0,4327,6.41,6.37,3.96
0.57,Ideal,E,SI2,62.1,55.0,1244,5.34,5.36,3.32
1.51,Very Good,F,SI2,63.4,57.0,9471,7.29,7.25,4.61
0.3,Ideal,E,VVS2,61.0,56.0,812,4.33,4.39,2.66
0.34,Ideal,D,I1,62.5,57.0,530,4.49,4.47,2.8
0.7,Very Good,D,VS2,60.7,58.0,3092,5.7,5.73,3.47
0.55,Premium,I,VVS1,61.3,59.0,1712,5.3,5.27,3.24
1.01,Premium,E,I1,59.8,58.0,3394,6.57,6.53,3.92
0.51,Very Good,H,VS1,63.4,57.0,1437,5.09,5.06,3.22
1.04,Ideal,D,IF,61.8,57.0,14494,6.49,6.52,4.02
1.5,Premium,G,SI2,61.7,55.0,5460,7.39,7.32,4.54
2.0,Fair,H,I1,69.8,54.0,5914,7.6,7.56,5.29
0.91,Fair,H,SI1,64.8,57.0,3180,6.12,6.07,3.95
0.52,Very Good,E,SI2,62.9,56.0,1120,5.12,5.15,3.23
0.46,Premium,D,VS2,60.9,58.0,1388,4.97,4.94,3.02
1.07,Very Good,J,VVS2,60.0,60.0,5661,6.57,6.59,3.95
1.54,Very Good,I,VS2,62.2,58.0,8656,7.32,7.37,4.57
0.36,Premium,E,VS1,60.4,58.0,1094,4.67,4.64,2.81
1.11,Ideal,E,SI1,61.4,58.0,6291,6.66,6.62,4.08
1.0,Ideal,I,VS2,62.4,52.0,4841,6.41,6.45,4.02
0.81,Very Good,I,VS1,62.7,58.0,2950,5.9,5.96,3.72
1.6,Very Good,I,VS2,60.0,60.0,10497,7.55,7.59,4.54
0.32,Very Good,F,SI2,62.6,56.0,421,4.37,4.41,2.75
0.41,Very Good,E,SI1,62.9,57.0,755,4.73,4.78,2.99
1.18,Premium,G,VVS2,58.2,62.0,9188,6.92,6.89,4.02
0.42,Ideal,G,VS1,62.0,55.0,921,4.78,4.83,2.98
0.59,Very Good,E,VS2,59.9,56.0,1838,5.46,5.49,3.28
0.35,Very Good,E,VS2,62.1,59.0,767,4.46,4.49,2.78
0.42,Very Good,D,SI1,63.0,59.0,735,4.77,4.79,3.01
0.31,Ideal,G,VVS2,61.8,54.0,687,4.36,4.38,2.7
1.55,Premium,F,VS1,61.6,56.0,15801,7.45,7.38,4.57
0.91,Ideal,F,SI2,60.3,57.0,3763,6.26,6.34,3.8
1.02,Very Good,H,VS1,62.8,59.0,5598,6.34,6.47,4.02
0.71,Ideal,H,SI2,62.6,56.0,1800,5.75,5.69,3.58
1.2,Premium,H,VS2,62.8,59.0,6666,6.75,6.7,4.22
0.31,Ideal,H,VVS2,62.5,55.0,802,4.37,4.34,2.72
1.62,Ideal,F,SI1,62.7,56.0,12828,7.5,7.44,4.68
0.61,Premium,H,VS1,59.6,61.0,1793,5.53,5.44,3.27
1.04,Ideal,F,VS1,61.4,57.0,7015,6.51,6.56,4.01
1.11,Premium,H,SI2,61.5,59.0,4212,6.61,6.56,4.05
1.01,Very Good,E,VS2,62.9,57.0,6488,6.37,6.43,4.02
1.01,Premium,F,SI2,60.0,60.0,3717,6.46,6.4,3.86
0.32,Ideal,G,VS2,61.6,57.0,561,4.39,4.41,2.71
0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76
0.61,Ideal,D,SI1,61.4,56.0,1904,5.46,5.48,3.36
0.5,Very Good,D,VS2,63.4,56.0,1758,5.1,5.05,3.22
1.61,Ideal,G,SI1,61.2,55.0,11192,7.57,7.62,4.65
0.3,Very Good,G,VVS2,63.5,56.0,878,4.34,4.29,2.74
1.09,Ideal,G,VVS1,62.1,55.0,8778,6.58,6.63,4.1
0.4,Very Good,G,VS1,61.8,58.0,822,4.69,4.72,2.91
1.08,Very Good,G,VS2,62.3,58.0,6415,6.5,6.54,4.06
0.7,Premium,F,SI1,62.1,59.0,2196,5.68,5.72,3.54
1.12,Premium,G,IF,61.2,58.0,9440,6.67,6.7,4.09
0.32,Ideal,F,VVS2,62.1,56.0,741,4.4,4.46,2.75
0.34,Ideal,F,VVS1,61.4,55.0,919,4.52,4.54,2.78
0.35,Premium,D,SI1,60.1,61.0,827,4.59,4.56,2.75
0.37,Good,G,SI2,63.3,55.0,487,4.58,4.61,2.91
1.58,Premium,D,SI2,59.6,59.0,10934,7.67,7.61,4.55
1.01,Very Good,F,VS2,61.5,57.0,6159,6.4,6.48,3.96
0.3,Premium,G,VVS2,61.6,60.0,878,4.27,4.24,2.62
1.07,Very Good,F,IF,59.4,59.0,11019,6.64,6.7,3.96
0.31,Premium,E,VS2,61.6,59.0,872,4.35,4.32,2.67
2.01,Ideal,H,SI1,62.1,55.0,18295,8.12,8.07,5.03
1.02,Premium,D,SI2,60.0,62.0,4381,6.59,6.5,3.93
1.02,Ideal,F,VS2,62.9,57.0,6509,6.42,6.33,4.01
0.41,Premium,H,SI1,62.0,59.0,876,4.8,4.78,2.97
0.7,Ideal,F,VS1,61.5,55.0,3319,5.73,5.75,3.53
0.43,Very Good,H,SI1,61.5,58.0,716,4.8,4.86,2.97
0.33,Ideal,G,VS1,62.4,56.0,666,4.43,4.45,2.77
2.01,Premium,I,VS2,62.6,59.0,16778,8.04,8.01,5.02
0.58,Premium,F,SI2,63.0,56.0,1226,5.34,5.26,3.34
1.0,Ideal,G,VVS2,62.6,55.0,7403,6.37,6.4,4.0
0.56,Ideal,I,VVS1,60.8,57.0,1605,5.31,5.34,3.24
0.42,Premium,G,VVS1,59.8,58.0,1179,4.85,4.88,2.91
1.01,Premium,G,VVS2,61.9,59.0,7964,6.45,6.41,3.98
0.5,Ideal,E,VS2,62.0,56.0,1676,5.1,5.06,3.15
0.56,Very Good,F,VS1,62.0,59.0,1712,5.3,5.34,3.3
0.55,Ideal,I,VVS1,62.7,57.0,1593,5.17,5.23,3.26
1.0,Premium,G,SI1,60.0,60.0,3568,6.47,6.42,3.87
0.9,Good,G,SI2,63.8,59.0,3303,6.02,6.05,3.85
1.09,Very Good,I,VS2,62.0,56.0,4959,6.57,6.59,4.08
1.5,Good,H,SI1,60.8,60.0,9336,7.28,7.38,4.46
1.1,Very Good,D,VVS2,61.7,56.0,11132,6.64,6.65,4.1
1.06,Premium,F,VS2,61.8,60.0,6673,6.58,6.53,4.05
2.02,Very Good,H,SI2,62.3,58.0,15064,7.97,8.04,4.99
1.02,Ideal,G,I1,61.2,56.0,3459,6.47,6.5,3.97
0.3,Very Good,G,SI2,63.3,57.0,506,4.28,4.25,2.7
1.12,Very Good,I,VS1,59.6,58.0,5036,6.82,6.77,4.05
1.51,Very Good,I,VS1,63.1,53.0,9513,7.34,7.25,4.6
1.14,Premium,H,SI2,62.2,61.0,3830,6.72,6.64,4.16
0.31,Very Good,G,SI2,63.3,54.0,523,4.34,4.29,2.73
0.3,Good,E,VVS1,61.5,62.0,702,4.28,4.34,2.65
2.42,Premium,I,VS1,59.8,59.0,17262,8.8,8.78,5.26
0.72,Very Good,H,SI2,61.0,56.0,1953,5.75,5.8,3.52
0.32,Very Good,F,VS2,63.0,57.0,602,4.33,4.37,2.74
0.33,Premium,I,VVS2,61.4,58.0,743,4.48,4.45,2.74
0.8,Ideal,G,VVS2,61.5,55.0,4740,5.95,5.99,3.68
0.41,Ideal,D,VS2,61.7,56.0,1076,4.81,4.78,2.96
1.11,Premium,H,VS2,61.7,58.0,5450,6.64,6.69,4.11
0.5,Very Good,E,VS2,63.6,59.0,1446,4.99,5.04,3.19
0.4,Premium,F,VVS2,62.2,59.0,1163,4.7,4.65,2.91
0.25,Very Good,G,VVS1,61.8,56.0,525,4.03,4.06,2.5
1.12,Premium,G,SI2,61.2,58.0,4158,6.69,6.67,4.09
0.7,Fair,G,SI1,64.8,59.0,2016,5.65,5.56,3.63
0.33,Ideal,G,VVS1,60.4,58.0,802,4.5,4.51,2.72
0.3,Premium,G,SI2,58.1,61.0,506,4.47,4.41,2.58
2.04,Premium,E,SI2,58.3,58.0,17379,8.35,8.31,4.86
2.05,Premium,G,SI1,61.6,59.0,15291,8.2,8.16,5.04
0.4,Ideal,E,VVS1,61.7,57.0,1333,4.7,4.74,2.91
0.32,Ideal,F,VS2,62.5,56.0,828,4.38,4.36,2.73
0.34,Ideal,F,VS1,62.1,57.0,956,4.53,4.49,2.8
0.33,Premium,F,SI1,60.9,59.0,705,4.45,4.42,2.7
0.3,Premium,D,SI1,62.2,58.0,552,4.28,4.31,2.67
0.51,Premium,E,VS2,61.6,58.0,1567,5.18,5.15,3.18
1.0,Good,F,VS2,63.2,59.0,6183,6.3,6.35,4.0
1.56,Very Good,H,VVS2,63.3,58.0,12098,7.3,7.35,4.64
1.75,Ideal,J,SI1,63.3,59.0,8840,7.63,7.57,4.81
0.71,Very Good,F,SI1,64.0,58.0,2345,5.59,5.66,3.6
0.8,Very Good,H,VS2,59.1,59.0,2953,6.02,6.07,3.57
0.5,Very Good,I,SI1,62.8,60.0,1054,5.04,5.08,3.18
1.59,Very Good,G,SI1,59.5,61.0,10963,7.57,7.65,4.53
1.24,Very Good,E,VS1,59.9,61.0,10202,6.96,6.99,4.18
0.83,Premium,J,SI1,59.3,59.0,2022,6.17,6.1,3.64
0.71,Good,D,VS2,63.6,54.0,4289,5.7,5.75,3.64
0.56,Ideal,D,SI1,60.5,57.0,1814,5.36,5.31,3.23
1.21,Premium,I,SI2,59.9,58.0,4879,6.94,6.91,4.15
0.43,Ideal,E,VS2,61.6,54.0,1053,4.9,4.88,3.01
0.53,Ideal,G,VS1,61.5,57.0,1615,5.26,5.21,3.22
0.32,Ideal,G,VS1,62.9,57.0,828,4.4,4.37,2.76
1.0,Premium,E,SI2,60.4,62.0,4014,6.52,6.42,3.91
0.43,Very Good,F,VS2,61.3,59.0,905,4.81,4.84,2.96
0.33,Ideal,H,SI1,61.7,55.0,564,4.43,4.46,2.74
